atm_id,city,city_name,name,lat,lng,type,base_risk,crime_density,daily_volume
KOL-046,kolkata,Kolkata,Howrah Block E,22.5731,88.3607,retail,0.279,8,12607
KOL-047,kolkata,Kolkata,Gariahat Block E,22.5144,88.4537,high_value,0.854,11,11512
KOL-048,kolkata,Kolkata,Behala Block E,22.5952,88.3722,commercial,0.69,8,4327
KOL-049,kolkata,Kolkata,Lake Gardens Block E,22.5843,88.4015,retail,0.417,5,5408
KOL-050,kolkata,Kolkata,Shyambazar Block E,22.5791,88.3738,commercial,0.66,7,14390
HYD-001,hyderabad,Hyderabad,Banjara Hills,17.3786,78.4857,bank,0.258,2,9796
HYD-002,hyderabad,Hyderabad,Madhapur,17.4135,78.5036,retail,0.422,9,12733
HYD-003,hyderabad,Hyderabad,Gachibowli,17.3574,78.4937,retail,0.404,4,16294
HYD-004,hyderabad,Hyderabad,Ameerpet,17.3822,78.4875,highway,0.468,7,5433
HYD-005,hyderabad,Hyderabad,Kukatpally,17.3959,78.506,highway,0.505,4,6766
HYD-006,hyderabad,Hyderabad,Secunderabad,17.2394,78.535,highway,0.544,8,7793
HYD-007,hyderabad,Hyderabad,LB Nagar,17.3493,78.4774,high_value,0.875,14,15595
HYD-008,hyderabad,Hyderabad,Dilshuknagar,17.3969,78.4839,retail,0.446,4,5801
HYD-009,hyderabad,Hyderabad,Jubilee Hills,17.3375,78.4603,highway,0.49,8,4404
HYD-010,hyderabad,Hyderabad,Manikonda,17.3569,78.4035,commercial,0.633,9,6622
HYD-011,hyderabad,Hyderabad,Banjara Hills Block B,17.4332,78.6018,retail,0.342,5,5608
HYD-012,hyderabad,Hyderabad,Madhapur Block B,17.4493,78.4253,retail,0.396,6,10159
HYD-013,hyderabad,Hyderabad,Gachibowli Block B,17.4436,78.4805,retail,0.387,3,8236
HYD-014,hyderabad,Hyderabad,Ameerpet Block B,17.3181,78.4745,bank,0.26,3,6791
HYD-015,hyderabad,Hyderabad,Kukatpally Block B,17.425,78.5877,highway,0.518,10,6961
HYD-016,hyderabad,Hyderabad,Secunderabad Block B,17.3993,78.4557,commercial,0.715,5,8010
HYD-017,hyderabad,Hyderabad,LB Nagar Block B,17.3798,78.4959,retail,0.379,4,5817
HYD-018,hyderabad,Hyderabad,Dilshuknagar Block B,17.3846,78.4277,retail,0.45,1,6530
HYD-019,hyderabad,Hyderabad,Jubilee Hills Block B,17.2348,78.5154,retail,0.36,6,14725
HYD-020,hyderabad,Hyderabad,Manikonda Block B,17.3943,78.4913,bank,0.279,1,6390
HYD-021,hyderabad,Hyderabad,Banjara Hills Block C,17.3749,78.5434,retail,0.406,1,13552
HYD-022,hyderabad,Hyderabad,Madhapur Block C,17.4864,78.4433,highway,0.532,4,14112
HYD-023,hyderabad,Hyderabad,Gachibowli Block C,17.3768,78.6196,retail,0.408,3,3454
HYD-024,hyderabad,Hyderabad,Ameerpet Block C,17.4129,78.4534,commercial,0.623,4,7744
HYD-025,hyderabad,Hyderabad,Kukatpally Block C,17.3765,78.3469,commercial,0.688,8,8937
HYD-026,hyderabad,Hyderabad,Secunderabad Block C,17.3853,78.4857,bank,0.203,4,13946
HYD-027,hyderabad,Hyderabad,LB Nagar Block C,17.3935,78.4704,bank,0.218,4,5139
HYD-028,hyderabad,Hyderabad,Dilshuknagar Block C,17.385,78.4874,retail,0.44,5,3611
HYD-029,hyderabad,Hyderabad,Jubilee Hills Block C,17.3794,78.5058,retail,0.445,6,12723
HYD-030,hyderabad,Hyderabad,Manikonda Block C,17.3867,78.4909,commercial,0.654,9,14486
HYD-031,hyderabad,Hyderabad,Banjara Hills Block D,17.4726,78.5255,retail,0.432,6,11233
HYD-032,hyderabad,Hyderabad,Madhapur Block D,17.3665,78.4957,retail,0.426,11,16104
HYD-033,hyderabad,Hyderabad,Gachibowli Block D,17.4094,78.4662,retail,0.487,8,4879
HYD-034,hyderabad,Hyderabad,Ameerpet Block D,17.3791,78.4862,commercial,0.759,10,7420
HYD-035,hyderabad,Hyderabad,Kukatpally Block D,17.4317,78.471,retail,0.405,10,7686
HYD-036,hyderabad,Hyderabad,Secunderabad Block D,17.3629,78.514,high_value,0.829,11,5731
HYD-037,hyderabad,Hyderabad,LB Nagar Block D,17.4062,78.4827,retail,0.338,6,5181
HYD-038,hyderabad,Hyderabad,Dilshuknagar Block D,17.3847,78.4867,high_value,0.835,10,5563
HYD-039,hyderabad,Hyderabad,Jubilee Hills Block D,17.3997,78.4417,retail,0.391,6,5488
HYD-040,hyderabad,Hyderabad,Manikonda Block D,17.3802,78.4822,commercial,0.704,8,8189
HYD-041,hyderabad,Hyderabad,Banjara Hills Block E,17.3203,78.4895,bank,0.217,2,4068
HYD-042,hyderabad,Hyderabad,Madhapur Block E,17.2771,78.5575,retail,0.321,1,12676
HYD-043,hyderabad,Hyderabad,Gachibowli Block E,17.4533,78.3436,highway,0.469,7,5686
HYD-044,hyderabad,Hyderabad,Ameerpet Block E,17.3607,78.5095,commercial,0.639,9,4946
HYD-045,hyderabad,Hyderabad,Kukatpally Block E,17.385,78.4826,high_value,0.842,13,14961
HYD-046,hyderabad,Hyderabad,Secunderabad Block E,17.3539,78.5252,high_value,0.885,14,9105
HYD-047,hyderabad,Hyderabad,LB Nagar Block E,17.3009,78.4114,retail,0.363,5,3468
HYD-048,hyderabad,Hyderabad,Dilshuknagar Block E,17.3392,78.4909,high_value,0.858,10,4847
HYD-049,hyderabad,Hyderabad,Jubilee Hills Block E,17.3464,78.5477,retail,0.442,6,20335
HYD-050,hyderabad,Hyderabad,Manikonda Block E,17.3819,78.5069,highway,0.57,5,7150
AHM-001,ahmedabad,Ahmedabad,CG Road,23.0575,72.4937,bank,0.215,1,3236
AHM-002,ahmedabad,Ahmedabad,SG Highway,22.9823,72.5392,retail,0.345,6,6598
AHM-003,ahmedabad,Ahmedabad,Vastrapur,23.0168,72.5743,bank,0.228,1,8306
AHM-004,ahmedabad,Ahmedabad,Satellite,23.0114,72.5574,high_value,0.766,9,5415
AHM-005,ahmedabad,Ahmedabad,Paldi,23.0057,72.5343,commercial,0.627,11,7918
AHM-006,ahmedabad,Ahmedabad,Ashram Road,23.0508,72.5768,bank,0.228,1,7670
AHM-007,ahmedabad,Ahmedabad,Maninagar,23.0422,72.5756,commercial,0.632,3,7733
AHM-008,ahmedabad,Ahmedabad,Naroda,23.0513,72.5449,highway,0.495,6,10136
AHM-009,ahmedabad,Ahmedabad,Bopal,23.0097,72.5836,retail,0.341,4,17790
AHM-010,ahmedabad,Ahmedabad,Science City Road,23.0344,72.5491,commercial,0.611,7,5940
AHM-011,ahmedabad,Ahmedabad,CG Road Block B,23.0385,72.578,commercial,0.675,7,13104
AHM-012,ahmedabad,Ahmedabad,SG Highway Block B,23.0379,72.5914,retail,0.273,1,7023
AHM-013,ahmedabad,Ahmedabad,Vastrapur Block B,23.1092,72.5678,retail,0.456,8,6477
AHM-014,ahmedabad,Ahmedabad,Satellite Block B,23.0481,72.5784,retail,0.413,1,10237
AHM-015,ahmedabad,Ahmedabad,Paldi Block B,22.9409,72.5525,high_value,0.864,8,5809
AHM-016,ahmedabad,Ahmedabad,Ashram Road Block B,23.1062,72.4829,high_value,0.869,11,7985
AHM-017,ahmedabad,Ahmedabad,Maninagar Block B,22.9415,72.5806,retail,0.358,1,11157
AHM-018,ahmedabad,Ahmedabad,Naroda Block B,23.0004,72.5922,retail,0.453,3,9059
AHM-019,ahmedabad,Ahmedabad,Bopal Block B,23.0437,72.5686,highway,0.575,6,14514
AHM-020,ahmedabad,Ahmedabad,Science City Road Block B,23.0246,72.5696,bank,0.28,2,1862
AHM-021,ahmedabad,Ahmedabad,CG Road Block C,22.9479,72.4887,high_value,0.838,13,13042
AHM-022,ahmedabad,Ahmedabad,SG Highway Block C,23.0322,72.5832,commercial,0.619,9,12471
AHM-023,ahmedabad,Ahmedabad,Vastrapur Block C,23.051,72.6944,high_value,0.893,8,10483
AHM-024,ahmedabad,Ahmedabad,Satellite Block C,23.0582,72.62,highway,0.559,7,11546
AHM-025,ahmedabad,Ahmedabad,Paldi Block C,23.0445,72.5366,high_value,0.849,7,3568
AHM-026,ahmedabad,Ahmedabad,Ashram Road Block C,23.0385,72.5791,high_value,0.755,6,9015
AHM-027,ahmedabad,Ahmedabad,Maninagar Block C,23.0476,72.5857,highway,0.504,5,7474
AHM-028,ahmedabad,Ahmedabad,Naroda Block C,23.0195,72.5827,commercial,0.691,5,7354
AHM-029,ahmedabad,Ahmedabad,Bopal Block C,23.011,72.5973,commercial,0.651,7,3545
AHM-030,ahmedabad,Ahmedabad,Science City Road Block C,23.0193,72.5667,bank,0.099,5,8883
AHM-031,ahmedabad,Ahmedabad,CG Road Block D,22.9881,72.549,high_value,0.889,7,12353
AHM-032,ahmedabad,Ahmedabad,SG Highway Block D,23.0334,72.5377,retail,0.42,5,6282
AHM-033,ahmedabad,Ahmedabad,Vastrapur Block D,23.0187,72.6016,commercial,0.603,7,5924
AHM-034,ahmedabad,Ahmedabad,Satellite Block D,23.0143,72.6252,high_value,0.891,9,5252
AHM-035,ahmedabad,Ahmedabad,Paldi Block D,23.0207,72.5758,commercial,0.626,8,13544
AHM-036,ahmedabad,Ahmedabad,Ashram Road Block D,23.0406,72.5555,bank,0.27,1,7695
AHM-037,ahmedabad,Ahmedabad,Maninagar Block D,23.0627,72.5988,retail,0.334,7,10520
AHM-038,ahmedabad,Ahmedabad,Naroda Block D,22.9639,72.4616,highway,0.504,3,8943
AHM-039,ahmedabad,Ahmedabad,Bopal Block D,23.0211,72.5761,highway,0.507,4,9936
AHM-040,ahmedabad,Ahmedabad,Science City Road Block D,22.9993,72.5713,retail,0.372,4,4401
AHM-041,ahmedabad,Ahmedabad,CG Road Block E,23.021,72.5731,highway,0.484,8,6645
AHM-042,ahmedabad,Ahmedabad,SG Highway Block E,23.0081,72.5477,bank,0.284,3,4741
AHM-043,ahmedabad,Ahmedabad,Vastrapur Block E,23.0114,72.5617,high_value,0.891,12,13871
AHM-044,ahmedabad,Ahmedabad,Satellite Block E,22.9821,72.6054,commercial,0.634,4,10955
AHM-045,ahmedabad,Ahmedabad,Paldi Block E,23.0209,72.5734,high_value,0.856,6,3779
AHM-046,ahmedabad,Ahmedabad,Ashram Road Block E,23.0279,72.5721,retail,0.272,2,7364
AHM-047,ahmedabad,Ahmedabad,Maninagar Block E,22.9862,72.5636,high_value,0.848,10,22224
AHM-048,ahmedabad,Ahmedabad,Naroda Block E,22.9995,72.6325,highway,0.522,6,8182
AHM-049,ahmedabad,Ahmedabad,Bopal Block E,23.023,72.5719,highway,0.51,5,13232
AHM-050,ahmedabad,Ahmedabad,Science City Road Block E,23.0051,72.5693,commercial,0.658,5,8311
